user_id,order_id,reg_date,transaction_date,revenue
55838,82665,2015-09-02,2015-10-25,685
77235,192776,2014-11-25,2015-01-31,1096
75238,8367,2015-02-05,2015-02-13,1323
53952,30189,2015-07-18,2015-09-04,988
68149,47509,2013-06-21,2015-05-21,949
44781,51736,2014-11-29,2015-03-28,1051
47700,79789,2014-06-23,2015-09-10,957
57558,211537,2015-07-21,2015-08-08,1117
53888,125497,2014-12-03,2015-05-09,1276
68173,51141,2014-07-12,2015-01-25,898
37420,56095,2013-06-19,2015-04-18,1503
33716,46019,2013-05-21,2015-09-11,665
40576,124249,2015-03-20,2015-05-22,676
29840,153705,2013-03-14,2015-08-31,1068
56082,151603,2015-05-30,2015-06-27,919
44961,129422,2014-07-19,2015-08-15,1099
32209,66311,2015-03-29,2015-05-25,1363
71652,178866,2012-10-07,2015-06-28,1553
66183,44934,2015-10-20,2015-10-27,1087
72887,54634,2015-09-24,2015-10-29,1430
-4636,85286,2013-06-23,2015-08-19,812
36301,128404,2013-12-04,2015-11-16,1114
82711,53454,2015-02-22,2015-03-28,800
23326,192627,2015-11-09,2015-11-09,979
55275,118621,2013-11-06,2015-07-11,1438
67731,125834,2015-08-15,2015-11-02,811
64671,167662,2014-10-15,2015-03-02,943
57147,-10494,2013-02-16,2015-11-04,909
50421,152344,2014-04-13,2015-05-14,1233
47139,125786,2013-09-07,2015-04-09,799
52705,36667,2015-11-11,2015-11-11,841
32165,47759,2015-03-07,2015-03-07,768
60676,74654,2013-07-28,2015-09-04,509
49698,77697,2014-03-14,2015-03-08,785
47135,88778,2012-10-20,2015-09-17,1021
34181,83146,2015-08-31,2015-09-17,823
36783,71885,2015-08-22,2015-11-19,1163
41573,191431,2015-03-21,2015-06-25,1063
40989,149443,2015-02-12,2015-06-17,1246
17330,68476,2015-08-24,2015-11-17,774
16809,137735,2014-12-23,2015-06-05,1083
75741,173745,2014-09-24,2015-02-03,1011
22635,91585,2014-08-08,2015-03-28,1110
5008,51321,2013-12-23,2015-01-16,868
57521,103550,2014-09-26,2015-01-29,1103
14186,101165,2015-07-11,2015-08-28,732
92278,68220,2015-09-15,2015-09-26,1107
15928,108817,2015-04-01,2015-06-14,637
53494,125349,2014-12-11,2015-04-26,876
49808,55983,2015-09-05,2015-09-05,873
19172,68247,2013-07-03,2015-04-13,1007
62210,5811,2015-01-31,2015-08-29,1231
7063,47508,2015-06-27,2015-07-30,1621
68780,59031,2015-01-09,2015-05-20,1072
34052,60342,2013-11-27,2015-01-28,1045
49212,217399,2014-02-05,2015-08-28,373
46131,127279,2013-04-19,2015-02-08,1164
62722,120014,2014-04-19,2015-06-21,1000
69438,125002,2014-07-17,2015-08-02,772
47551,116323,2014-11-27,2015-03-30,882
88136,109609,2014-09-12,2015-07-04,829
79229,41709,2015-03-16,2015-10-27,1160
30701,131370,2015-08-15,2015-09-14,1165
12109,120289,2015-04-26,2015-05-13,726
41098,133538,2015-02-14,2015-09-06,1229
23225,102790,2014-12-13,2015-02-28,1467
48414,67719,2015-05-31,2015-06-16,823
51516,241598,2015-04-05,2015-06-11,855
67112,161504,2013-08-29,2015-03-08,403
68140,133236,2014-07-16,2015-04-21,1671
26717,56533,2014-12-14,2015-01-13,1102
78480,118865,2014-08-09,2015-04-26,1092
62761,104196,2013-03-24,2015-04-16,685
39451,114418,2013-03-23,2015-07-23,1111
70798,199917,2015-01-23,2015-03-15,483
-2136,110852,2014-06-16,2015-06-05,865
41179,82730,2014-03-10,2015-04-12,829
39071,131386,2015-04-26,2015-10-31,1159
79498,96257,2015-07-15,2015-07-15,774
59900,96555,2014-04-23,2015-10-26,952
49541,46833,2015-02-21,2015-08-15,1204
46323,151340,2015-10-07,2015-11-19,622
24982,110591,2015-07-13,2015-07-13,1084
56404,135096,2013-01-25,2015-05-16,1224
53273,-17628,2014-11-10,2015-02-01,1256
34740,7013,2015-08-12,2015-10-31,947
54810,86738,2014-09-29,2015-05-24,494
41354,32365,2013-12-27,2015-03-03,1313
12399,27267,2015-04-01,2015-09-26,894
45732,47714,2015-01-19,2015-01-20,991
80486,150902,2014-07-06,2015-09-01,731
31349,79172,2013-12-22,2015-11-06,765
86328,147125,2012-12-28,2015-10-27,823
75173,60065,2015-09-07,2015-11-07,1399
66370,147536,2014-12-27,2015-10-18,792
34009,74981,2015-08-02,2015-08-21,939
39698,39203,2015-04-28,2015-04-28,946
21328,26301,2015-05-25,2015-08-29,970
49664,163077,2014-08-31,2015-06-19,1114
32205,100678,2015-06-20,2015-08-28,734
65102,-714,2015-04-14,2015-08-11,1196
60291,177796,2015-05-13,2015-08-26,1078
49137,71771,2013-09-20,2015-01-08,1116
61838,16036,2014-07-06,2015-01-01,1319
52316,104563,2015-10-01,2015-10-01,1618
74366,56094,2014-12-17,2015-11-14,1066
78984,234193,2015-01-14,2015-06-25,780
58660,103740,2015-06-26,2015-09-18,1134
112620,155155,2014-08-10,2015-05-20,644
54696,122558,2015-03-25,2015-10-18,1134
84417,54668,2014-05-28,2015-02-20,1117
80906,69142,2015-01-18,2015-11-08,636
47461,52576,2015-08-11,2015-11-19,1245
50818,70841,2013-01-17,2015-05-12,729
28572,39052,2015-04-08,2015-07-19,1019
47675,175974,2014-11-22,2015-05-24,887
38206,23208,2014-12-27,2015-07-26,987
47678,159533,2014-09-01,2015-11-14,1363
62322,-19629,2015-09-19,2015-09-19,1053
30520,135567,2014-12-01,2015-05-16,1410
46432,114853,2015-06-21,2015-09-26,812
53818,43576,2015-08-20,2015-11-18,591
61203,115420,2014-01-05,2015-08-19,1240
35006,35604,2014-06-11,2015-08-23,1041
33423,128391,2015-07-28,2015-08-26,1176
25383,15869,2015-10-09,2015-10-09,462
55445,96774,2015-01-04,2015-10-02,1081
52652,78088,2014-07-16,2015-05-01,645
35978,155487,2015-03-22,2015-10-10,581
58639,114612,2015-09-06,2015-09-07,681
31486,102425,2015-05-14,2015-07-18,1256
39740,151375,2014-03-11,2015-04-07,1014
52610,70573,2013-02-28,2015-02-13,336
62180,203927,2014-06-17,2015-02-27,1350
84487,103125,2015-09-16,2015-09-16,811
80260,120911,2013-07-08,2015-04-18,565
41973,133112,2013-04-01,2015-04-10,800
38528,3302,2014-07-10,2015-05-29,684
45896,23319,2015-08-08,2015-08-11,1244
41944,158031,2015-11-09,2015-11-17,1113
52293,52601,2013-12-29,2015-07-26,1288
59461,98188,2014-01-07,2015-09-15,1053
44707,-39870,2014-10-18,2015-07-19,1001
71517,43127,2015-01-18,2015-11-03,1020
55160,-37641,2015-08-14,2015-09-06,1127
26126,65066,2015-07-21,2015-10-22,858
56974,122351,2014-10-17,2015-08-28,874
53000,146261,2015-02-20,2015-04-02,619
42071,33107,2014-05-24,2015-10-07,1066
83981,162277,2013-12-29,2015-08-27,1040
48472,62361,2013-12-09,2015-09-17,1126
56918,111142,2015-06-02,2015-07-16,667
24318,-5467,2014-11-26,2015-08-26,1097
58551,102135,2012-06-12,2015-04-12,1249
10924,162825,2014-06-01,2015-01-26,1216
90579,105475,2014-07-04,2015-04-09,1163
53348,113041,2015-03-12,2015-08-13,940
72026,36101,2014-10-25,2015-05-27,1197
55815,128206,2012-07-16,2015-07-16,796
22182,153653,2014-07-24,2015-03-31,1038
93135,68827,2014-01-18,2015-06-12,1178
56169,187843,2015-01-10,2015-07-18,828
23728,78649,2014-05-18,2015-11-12,1063
93384,28555,2015-04-18,2015-04-18,857
40581,53591,2013-08-29,2015-01-11,844
9210,80000,2015-11-01,2015-11-01,710
32506,145028,2014-09-25,2015-10-30,704
62884,173365,2013-07-08,2015-02-14,1271
46745,108703,2015-08-08,2015-11-19,1162
49215,30843,2014-11-07,2015-07-12,990
26042,81693,2015-01-24,2015-07-09,1282
68102,36553,2014-12-20,2015-10-06,1312
87440,109808,2013-12-22,2015-08-30,708
83224,80770,2014-05-18,2015-08-19,543
34326,59854,2014-11-21,2015-03-29,1191
33197,15630,2014-10-26,2015-08-12,681
33547,45994,2015-01-09,2015-06-01,739
49627,57621,2015-03-20,2015-07-13,1172
31135,104640,2015-01-13,2015-09-12,1087
31756,102386,2015-03-08,2015-03-29,660
39195,117354,2014-11-15,2015-10-14,1286
64708,173292,2014-10-29,2015-06-27,543
27943,160323,2014-08-22,2015-11-20,501
60708,20919,2014-08-19,2015-05-09,835
30099,49966,2013-12-18,2015-01-25,1311
36672,66067,2015-09-24,2015-11-01,1258
87769,99255,2014-07-23,2015-10-31,725
50003,37641,2014-01-23,2015-09-06,1051
50119,3637,2014-09-30,2015-02-10,742
15353,22086,2015-03-20,2015-04-03,855
55217,66523,2015-09-29,2015-11-15,938
29782,91923,2015-06-13,2015-11-04,1483
55402,120629,2013-03-28,2015-10-17,923
51803,70433,2015-01-18,2015-06-16,1182
73526,35929,2014-04-04,2015-11-03,733
88197,132035,2015-07-01,2015-09-04,1243
33609,120387,2014-07-30,2015-01-03,982
79926,133083,2015-06-14,2015-06-15,1047
20991,116495,2013-11-22,2015-10-14,962
46501,130411,2014-01-06,2015-09-27,999
47582,160288,2015-06-04,2015-07-25,812
63034,49481,2014-11-20,2015-11-10,1394
92322,80154,2015-07-28,2015-10-21,628
18337,125697,2014-12-23,2015-04-23,1172
63350,100038,2015-03-12,2015-06-30,1143
29667,127048,2013-12-03,2015-03-01,867
57343,104593,2014-04-25,2015-10-21,1105
36916,26064,2015-04-16,2015-10-10,807
49138,7858,2015-09-30,2015-10-06,1034
40809,54162,2014-06-30,2015-10-16,1119
43508,140813,2013-07-09,2015-08-22,1148
65304,49402,2014-12-13,2015-11-15,1100
35033,151254,2014-09-29,2015-03-12,1115
53908,70087,2015-01-23,2015-09-13,1026
58929,95931,2015-04-04,2015-05-13,1036
69227,97231,2015-06-30,2015-09-30,1156
71238,130841,2013-02-03,2015-09-26,743
93185,101023,2015-05-14,2015-07-04,1001
52520,24794,2015-03-03,2015-10-05,779
63734,21405,2014-07-25,2015-10-28,1130
41670,160355,2013-10-24,2015-02-17,1084
51362,100645,2014-08-30,2015-06-30,563
75450,153514,2014-03-17,2015-03-22,1203
80404,123471,2013-05-10,2015-02-15,825
31352,128898,2015-02-13,2015-09-08,905
58102,142046,2013-05-01,2015-05-16,1067
75123,38054,2013-09-18,2015-01-20,1281
46046,38578,2013-05-29,2015-10-15,981
58352,128579,2015-01-02,2015-06-20,1243
50615,197690,2015-07-07,2015-08-12,1104
81500,46064,2015-09-15,2015-10-12,1155
28519,56799,2014-10-20,2015-04-21,1288
63323,81869,2012-07-28,2015-02-27,985
71339,96533,2015-10-08,2015-10-11,936
63368,84137,2015-02-08,2015-06-10,1051
43549,81831,2015-07-12,2015-11-14,564
60945,87220,2015-08-25,2015-10-04,896
16455,102557,2013-05-21,2015-06-21,1299
74211,163373,2014-08-24,2015-09-06,974
48808,113276,2015-07-22,2015-10-31,979
72191,186231,2015-09-14,2015-09-24,1322
65309,228841,2013-09-01,2015-02-28,937
43943,109136,2013-10-27,2015-05-07,964
32219,165624,2012-06-22,2015-08-31,1061
65732,106122,2014-01-19,2015-05-29,641
41524,39116,2015-09-20,2015-11-07,1384
15052,135211,2015-06-10,2015-09-16,830
53854,226409,2015-04-27,2015-09-08,822
52142,134195,2013-06-02,2015-03-10,929
69276,84250,2015-01-20,2015-01-28,1039
100916,97234,2015-06-27,2015-10-29,1374
44015,189525,2015-04-06,2015-04-08,883
65675,77702,2015-07-26,2015-08-04,551
59746,146894,2013-02-18,2015-05-18,1230
23977,105558,2013-07-19,2015-01-24,632
55425,66050,2014-08-31,2015-10-30,1365
19949,164099,2015-09-01,2015-11-01,1080
35086,120817,2014-08-06,2015-09-22,833
53686,128088,2015-04-12,2015-07-22,1138
8024,186262,2015-10-21,2015-11-07,735
53028,66903,2015-03-19,2015-07-15,819
73093,106586,2015-06-02,2015-11-07,1228
13501,48608,2012-04-07,2015-01-05,1104
86027,107056,2014-12-26,2015-08-14,794
29140,126507,2013-02-12,2015-04-22,1379
53289,174230,2015-08-09,2015-09-12,1292
65524,133496,2015-08-06,2015-09-23,1097
33485,47102,2015-06-12,2015-07-19,1561
49411,186180,2013-03-24,2015-11-11,944
22870,70619,2014-12-20,2015-10-06,896
69565,5923,2013-10-26,2015-09-03,1162
76888,83882,2014-08-04,2015-10-26,1361
82409,43478,2012-12-12,2015-10-11,964
52773,56120,2015-08-04,2015-10-27,754
49115,96382,2013-09-14,2015-06-06,1248
52406,15583,2014-12-13,2015-05-24,597
32571,121547,2014-12-23,2015-07-24,865
22881,131843,2012-04-18,2015-11-11,1230
36334,103878,2014-12-02,2015-02-27,1160
55496,136104,2015-08-23,2015-09-19,410
60872,59262,2012-06-18,2015-01-31,298
16570,114676,2014-01-16,2015-03-06,1201
60291,90150,2014-11-01,2015-07-31,1263
58195,95725,2015-06-12,2015-09-25,890
72982,85874,2012-10-18,2015-06-02,720
84238,-849,2014-11-03,2015-06-05,966
51412,101658,2014-12-12,2015-10-09,795
39999,161691,2012-03-20,2015-10-10,954
61771,6634,2015-03-06,2015-10-06,1285
60288,85624,2015-08-04,2015-11-12,813
37050,36517,2015-04-18,2015-10-04,883
59497,158754,2014-05-15,2015-10-04,932
36537,104189,2015-09-04,2015-11-10,1048
51268,132161,2012-12-26,2015-06-21,793
31494,114120,2014-03-16,2015-05-06,1112
51047,158675,2012-04-16,2015-03-02,1078
78902,-15653,2015-03-09,2015-08-27,843
59790,81495,2015-02-12,2015-04-12,1108
38033,138480,2014-10-31,2015-01-04,870
65961,44507,2015-03-13,2015-03-20,1434
43517,201234,2014-06-04,2015-02-26,643
75577,25606,2013-04-05,2015-03-21,876
10199,34168,2015-07-07,2015-09-12,1416
48870,151606,2014-10-01,2015-03-22,1119
48427,141271,2014-12-13,2015-10-23,896
41928,78977,2015-08-18,2015-10-30,1203
66290,79093,2013-08-31,2015-07-23,674
48206,68940,2015-07-31,2015-08-13,1456
52989,157849,2015-06-25,2015-07-22,1273
60474,90777,2015-08-22,2015-11-03,1075
70862,27720,2014-12-27,2015-05-05,1317
29997,115919,2015-08-21,2015-09-12,1179
75767,110281,2015-02-11,2015-05-19,495
38011,101674,2013-10-16,2015-05-02,688
56729,180241,2015-10-24,2015-10-24,1200
74059,106539,2015-07-11,2015-09-08,1003
32449,92660,2015-07-30,2015-08-03,851
22733,42899,2014-09-29,2015-02-01,667
52174,110447,2015-06-09,2015-06-09,927
52238,40970,2014-10-31,2015-11-15,1161
30307,154779,2014-10-18,2015-03-17,1146
48140,157573,2015-06-29,2015-07-06,1005
63684,-11160,2015-02-13,2015-11-14,1133
34592,156460,2013-08-18,2015-04-24,1084
34663,89976,2015-10-03,2015-10-19,906
60711,16714,2015-02-19,2015-03-29,922
57416,78553,2014-12-21,2015-08-19,1401
75029,99997,2015-01-05,2015-09-13,542
52233,73246,2013-09-27,2015-02-06,691
54287,59161,2015-04-04,2015-10-04,1254
89869,106362,2015-06-29,2015-07-21,1313
31798,83103,2015-03-25,2015-05-29,994
37535,142254,2014-12-26,2015-01-03,893
31910,175556,2015-01-10,2015-05-24,793
27110,97068,2015-06-01,2015-06-12,613
30244,10659,2013-08-09,2015-10-09,1231
36885,85830,2015-02-15,2015-08-22,786
54629,117774,2015-07-08,2015-07-17,918
27159,103457,2015-08-06,2015-08-08,1016
73504,95205,2015-04-19,2015-08-25,1138
22493,138610,2013-03-31,2015-09-03,1066
55730,76051,2013-08-28,2015-11-11,1229
48109,136356,2015-04-27,2015-05-25,1351
49202,83066,2015-08-03,2015-08-13,916
33570,204393,2015-03-06,2015-05-12,942
25335,201873,2013-02-24,2015-02-23,652
37597,217221,2013-07-01,2015-05-08,1126
72245,178588,2015-07-14,2015-08-17,954
49037,148251,2014-12-05,2015-07-05,786
40671,82667,2015-05-05,2015-08-27,1209
31829,15592,2015-07-18,2015-10-18,522
34815,57481,2015-03-30,2015-06-19,704
31479,85230,2015-07-14,2015-08-11,784
68339,103507,2015-02-18,2015-02-19,1271
67129,112449,2015-04-21,2015-05-25,1392
63990,157348,2014-04-07,2015-11-12,717
47490,122171,2013-06-05,2015-11-17,1039
65385,76920,2013-07-06,2015-11-02,404
20899,108790,2015-02-13,2015-05-22,914
66356,103116,2013-04-04,2015-02-11,930
39645,110020,2012-03-01,2015-04-29,1277
3289,102024,2015-02-13,2015-06-20,1325
55044,87505,2014-10-11,2015-07-06,835
62290,212395,2013-12-30,2015-04-05,80
84565,132712,2015-09-23,2015-11-11,1035
831,141788,2014-02-21,2015-03-15,871
95640,115838,2013-03-20,2015-02-03,981
45110,136394,2015-05-02,2015-05-02,1037
48616,196261,2014-06-25,2015-11-10,1376
33585,23934,2014-08-27,2015-05-31,1533
58415,93543,2014-12-29,2015-01-16,890
77743,83336,2014-09-30,2015-06-29,1060
45689,32903,2015-09-06,2015-09-15,1295
52539,117762,2015-08-27,2015-08-27,1330
50435,158185,2015-09-17,2015-09-20,654
61391,62412,2014-04-26,2015-02-17,857
69953,99048,2014-11-04,2015-09-18,656
54854,133045,2015-03-21,2015-09-21,1320
58933,110488,2014-07-28,2015-08-02,999
45250,145349,2014-04-30,2015-04-19,1172
45567,102059,2014-07-26,2015-02-06,715
35515,58762,2013-05-05,2015-06-21,641
52214,168614,2015-01-24,2015-10-17,1025
32525,141992,2014-09-11,2015-10-17,1385
31666,21799,2014-10-29,2015-04-03,815
60126,123599,2014-05-20,2015-09-16,885
61576,43636,2014-07-16,2015-04-08,1213
7420,60613,2014-08-18,2015-10-09,1418
25374,98417,2015-11-07,2015-11-07,948
45742,150435,2015-03-03,2015-03-06,1037
24150,113297,2014-07-27,2015-07-18,1146
43734,192812,2014-11-17,2015-01-15,1347
69142,-14033,2014-12-13,2015-04-02,886
52415,75086,2013-09-19,2015-10-06,662
71388,103245,2013-05-06,2015-10-10,1224
38798,65485,2015-02-08,2015-09-25,688
41627,141915,2015-06-26,2015-07-05,844
67136,191198,2014-07-23,2015-09-13,845
39110,148800,2013-10-22,2015-10-06,916
54684,-11140,2015-06-17,2015-09-13,910
52560,148574,2015-03-09,2015-10-06,1104
26647,124078,2015-07-25,2015-08-02,1027
50316,116566,2014-08-11,2015-06-09,1127
39268,29977,2014-11-19,2015-10-24,839
74036,142177,2015-06-08,2015-07-13,768
42665,55635,2015-06-21,2015-07-12,1030
10899,87682,2013-06-22,2015-05-21,1211
51678,59218,2015-08-09,2015-08-16,730
46332,84516,2014-12-07,2015-09-26,1261
54413,144464,2015-04-11,2015-07-13,996
69782,144435,2015-08-07,2015-10-10,1416
71129,74396,2014-06-29,2015-02-09,1503
33369,110164,2013-11-27,2015-10-20,1345
69563,94439,2015-09-12,2015-09-12,1376
67252,33221,2015-05-30,2015-06-02,1000
-4040,206089,2014-11-02,2015-06-07,438
56833,130668,2015-01-27,2015-10-16,805
36693,37942,2014-10-24,2015-11-10,720
26797,118424,2015-11-07,2015-11-07,1340
53685,37013,2013-12-21,2015-09-12,1500
59031,134737,2013-10-30,2015-08-15,947
51322,149238,2014-01-19,2015-11-05,1020
30757,73140,2014-03-30,2015-09-05,791
66826,107931,2015-10-01,2015-10-01,613
50868,119836,2014-09-11,2015-09-27,1164
66887,150970,2014-01-20,2015-03-19,1170
43695,140400,2014-06-04,2015-07-18,1134
35237,120816,2015-02-13,2015-02-14,895
60868,66155,2014-04-12,2015-07-27,754
23956,196418,2015-06-20,2015-08-15,765
15559,47431,2014-01-17,2015-08-12,1087
15519,142370,2015-03-21,2015-11-15,992
61585,129592,2015-08-27,2015-09-02,478
44302,45416,2015-03-06,2015-08-09,1214
26922,75947,2014-12-26,2015-02-26,1297
82828,67899,2013-07-14,2015-04-18,835
67156,129830,2015-10-27,2015-11-19,574
75143,151203,2014-09-22,2015-02-16,829
59108,112334,2014-01-26,2015-06-12,1340
34523,84217,2015-09-16,2015-10-19,1085
40977,161862,2014-10-07,2015-04-05,1085
82359,239508,2014-02-12,2015-05-17,945
59081,86737,2015-02-24,2015-05-16,660
15010,123059,2012-03-06,2015-09-02,462
59601,20140,2014-06-09,2015-09-16,888
9188,70777,2014-04-13,2015-04-13,417
23045,74060,2013-12-24,2015-05-17,1286
29678,138817,2014-10-25,2015-05-31,1586
54667,137549,2012-11-04,2015-09-16,1137
48011,-21699,2012-06-17,2015-07-04,1094
54490,75631,2015-11-05,2015-11-05,1312
86298,92819,2014-07-31,2015-09-05,1622
91369,54396,2015-01-17,2015-07-27,994
49703,187475,2014-05-25,2015-09-10,1226
55873,136342,2015-02-21,2015-02-21,609
54639,186046,2015-05-04,2015-10-06,1019
47971,155428,2015-05-06,2015-05-23,510
67809,52246,2014-05-14,2015-04-19,1340
51276,108142,2015-05-26,2015-09-19,621
58513,83970,2014-12-08,2015-11-20,638
23803,47091,2014-03-09,2015-05-03,1228
66939,82920,2013-09-15,2015-07-22,723
51306,146410,2015-02-20,2015-04-05,1275
27121,97073,2015-01-18,2015-04-29,441
69863,205167,2015-06-15,2015-09-11,864
53427,79237,2014-06-15,2015-02-01,842
53375,-4394,2012-07-28,2015-06-12,1109
67616,182000,2015-07-01,2015-10-26,1336
81596,202559,2013-12-10,2015-05-26,1142
34956,96672,2015-05-22,2015-10-14,782
61573,128167,2014-10-28,2015-08-17,1263
43666,74725,2014-07-04,2015-08-12,635
90363,125173,2014-11-14,2015-09-19,1031
55184,168427,2015-03-13,2015-04-11,1457
49921,143090,2015-09-15,2015-09-22,1321
66124,112795,2014-06-14,2015-04-15,1055
54348,157984,2015-08-29,2015-11-15,938
28024,15215,2013-04-10,2015-08-28,1096
24794,113229,2015-05-22,2015-11-02,1182
29604,152707,2015-01-06,2015-08-05,769
53369,118911,2015-09-14,2015-10-09,1060
64903,75165,2013-09-09,2015-01-22,1034
38907,186518,2012-09-06,2015-01-10,1064
29643,43989,2014-05-23,2015-01-08,928
82619,123800,2014-03-06,2015-02-07,573
73367,9294,2015-10-25,2015-10-25,357
55299,85268,2014-09-27,2015-11-11,1110
49150,64789,2013-07-16,2015-03-26,1138
69415,143786,2014-12-08,2015-10-16,802
65470,96958,2013-04-17,2015-03-07,1034
59590,115748,2015-02-01,2015-06-19,1272
56588,58273,2014-12-13,2015-09-01,362
75596,106266,2014-06-16,2015-06-19,1204
66573,161475,2015-10-07,2015-10-09,975
55463,124322,2015-06-16,2015-07-27,1203
71436,65592,2013-12-28,2015-04-28,956
47792,58010,2015-01-06,2015-03-11,909
28663,103272,2014-05-23,2015-02-01,914
48445,136258,2015-02-13,2015-09-02,1558
65555,196544,2014-10-11,2015-04-12,1116
31327,127086,2014-10-21,2015-01-28,1096
29453,112089,2014-12-15,2015-08-02,788
73495,72235,2013-10-09,2015-05-17,1024
34600,131703,2015-04-15,2015-08-19,1084
69571,148427,2015-11-09,2015-11-09,866
67860,167802,2014-12-14,2015-05-29,1417
53729,103091,2015-03-13,2015-07-30,911
46330,39837,2014-10-18,2015-06-13,431
54284,69835,2015-03-29,2015-10-04,802
52320,59188,2014-12-15,2015-03-23,1356
55421,120585,2014-12-06,2015-05-13,776
59666,45012,2014-09-05,2015-07-11,981
38138,247661,2015-01-15,2015-01-15,813
21406,98732,2014-10-18,2015-06-05,1261
74339,47196,2015-03-28,2015-11-14,1091
12037,57243,2015-01-25,2015-01-27,935
59942,81520,2014-04-21,2015-04-18,768
12156,263257,2013-05-05,2015-04-01,823
39182,137344,2015-01-18,2015-09-17,1037
90661,67886,2014-08-23,2015-06-16,742
48720,48303,2015-04-28,2015-07-23,1023
42277,80477,2015-10-18,2015-11-01,888
46860,118491,2015-01-23,2015-11-02,997
26978,60276,2015-10-09,2015-10-13,798
47891,128795,2015-10-22,2015-11-04,742
41236,132667,2015-04-21,2015-09-20,1023
22738,122070,2014-10-26,2015-06-18,842
51502,47109,2015-08-11,2015-08-11,915
47618,84511,2014-10-12,2015-06-04,983
35926,78610,2015-09-19,2015-09-27,727
37944,12072,2015-01-26,2015-04-18,783
21856,71851,2014-11-19,2015-10-23,895
17361,38555,2015-10-18,2015-11-06,893
61418,69938,2015-08-28,2015-10-29,1301
49830,50168,2014-04-29,2015-05-16,971
61029,33514,2014-08-23,2015-03-28,826
48987,108319,2012-07-28,2015-08-26,624
20996,36201,2015-10-31,2015-10-31,852
69008,39661,2014-10-15,2015-06-21,696
64140,96041,2014-12-09,2015-04-03,729
44909,167531,2013-12-08,2015-11-20,1157
61704,115082,2015-01-21,2015-06-23,1286
42903,56999,2015-03-11,2015-03-22,697
44550,70975,2015-10-24,2015-11-13,1179
53794,99621,2015-02-16,2015-04-30,839
43788,115550,2015-02-10,2015-08-11,1360
59263,129261,2014-11-21,2015-01-28,689
49329,69096,2014-08-17,2015-01-05,928
48218,157538,2014-06-02,2015-03-07,1224
40207,167125,2014-05-17,2015-11-09,943
33174,63309,2015-10-17,2015-11-07,1585
44036,182054,2014-11-04,2015-04-01,819
59593,45688,2013-08-01,2015-01-08,927
-2714,131207,2015-06-07,2015-06-08,928
86584,114002,2014-12-12,2015-05-08,1365
46012,138898,2014-05-25,2015-07-12,461
75678,58508,2014-11-10,2015-04-23,906
40635,124821,2015-07-23,2015-08-15,938
40719,151415,2014-12-03,2015-08-06,1211
67081,61299,2015-08-07,2015-08-25,947
65798,112248,2015-08-06,2015-08-10,797
20005,19882,2015-05-09,2015-07-31,1303
30201,192686,2015-08-05,2015-10-23,905
46208,69468,2014-02-05,2015-06-04,920
48133,84245,2014-11-16,2015-07-19,968
64084,116562,2015-02-13,2015-07-16,1061
65032,118089,2014-07-30,2015-02-05,899
69098,85297,2015-04-20,2015-06-19,834
23857,114559,2015-08-16,2015-09-14,1167
36376,99873,2014-12-08,2015-04-18,875
67850,96941,2015-03-28,2015-11-17,1281
65256,138158,2015-02-14,2015-04-07,826
36084,130970,2015-06-05,2015-08-15,1226
82610,78523,2014-02-20,2015-08-12,847
-6692,41245,2015-07-24,2015-08-05,889
31339,120733,2014-09-04,2015-06-29,992
4733,55969,2015-09-18,2015-10-27,895
43750,109221,2015-07-26,2015-08-16,1062
36515,110380,2015-02-15,2015-09-05,1258
48708,91646,2015-11-07,2015-11-07,1170
61577,136441,2015-03-20,2015-08-15,856
23241,205090,2014-12-27,2015-11-08,1004
63276,80214,2013-10-04,2015-08-19,1108
30758,82485,2015-09-13,2015-10-01,1278
47628,145976,2013-01-29,2015-08-22,1145
53908,27814,2015-07-04,2015-11-15,831
35979,36566,2015-07-08,2015-07-10,542
44072,182689,2013-08-20,2015-07-18,1109
65165,62951,2013-04-04,2015-09-22,560
64835,29959,2015-11-07,2015-11-07,746
40974,49303,2012-06-14,2015-05-29,584
41347,129184,2015-06-07,2015-09-29,1139
31879,110495,2015-01-23,2015-07-04,1118
29395,52504,2014-11-27,2015-11-05,606
52826,51021,2014-12-27,2015-10-17,304
78166,80652,2014-12-27,2015-06-15,1201
51082,132465,2012-03-01,2015-02-23,732
31075,13991,2015-07-30,2015-08-06,1511
9199,30876,2015-02-06,2015-06-27,886
59217,93289,2015-06-11,2015-06-27,844
81543,51562,2014-12-19,2015-08-25,1146
70831,111340,2014-09-15,2015-11-17,1191
46064,169247,2014-07-24,2015-04-18,1170
63990,93759,2013-02-21,2015-08-14,962
49369,65173,2015-04-01,2015-07-29,989
93648,148617,2015-07-15,2015-07-29,1042
45028,164082,2014-04-27,2015-02-18,937
50905,53903,2014-04-02,2015-05-31,1314
85507,181248,2015-06-08,2015-07-23,1176
56340,156312,2013-08-24,2015-02-07,735
42138,202538,2015-06-30,2015-10-29,1179
50400,86188,2012-11-16,2015-09-04,871
66959,28325,2012-07-01,2015-04-09,1055
78512,116925,2014-01-24,2015-10-30,993
23046,82623,2015-03-22,2015-07-16,895
14595,96071,2015-06-14,2015-08-09,1420
48260,164660,2015-03-20,2015-09-06,845
68889,89458,2015-05-09,2015-11-06,1112
53588,125292,2014-03-22,2015-06-19,845
81263,172915,2015-01-17,2015-10-06,1105
