order_id_new,order_try_id_new,calc_created,metered_price,upfront_price,distance,duration,gps_confidence,entered_by,b_state,dest_change_number,prediction_price_type,predicted_distance,predicted_duration,change_reason_pricing,ticket_id_new,device_token,rider_app_version,order_state,order_try_state,driver_app_version,driver_device_uid_new,device_name,eu_indicator,overpaid_ride_ticket,fraud_score
4066,4066,2020-03-13 7:28:28,9124.26,,5203,1606,1,client,finished,1,prediction,4449,843,,1155,,CA.5.47,finished,finished,DA.4.42,1224,TECNO K9,0,0,
699,699,2020-02-08 17:42:32,2,4.3,0,67,1,client,finished,1,upfront,6457,788,,2120,,CA.5.26,finished,finished,DA.4.34,501,HUAWEI ATU-L21,1,0,
63,63,2020-02-02 14:25:38,149723.2,23000,53256,1111,0,client,finished,1,upfront,12712,1843,,1518,,CA.5.42,finished,finished,DA.4.10,138,HUAWEI FRD-L09,0,0,
478,478,2020-02-06 21:59:54,2.5,2.7,451,89,1,client,finished,1,upfront,2534,351,,1896,,CA.5.43,finished,finished,DA.4.37,1306,Samsung SM-T285,1,0,-204
376,376,2020-02-05 18:33:02,11645.7,7500,6653,1692,0,client,finished,1,upfront,4127,935,,1794,,CA.5.08,finished,finished,DA.4.14,71,TECNO MOBILE LIMITED TECNO LB6,0,1,
621,621,2020-02-08 2:38:23,4,10.7,0,190,1,client,finished,1,upfront,8131,1036,,2207,,CA.5.40,finished,finished,DA.4.37,1550,HUAWEI SNE-LX1,1,0,-82
879,879,2020-02-10 9:45:56,13725,11500,10104,1710,1,client,finished,1,upfront,8513,1231,,2323,,CA.5.42,finished,finished,DA.4.34,1679,FISE S186_Sky_3,0,0,
1056,1056,2020-02-12 8:46:11,6.78,7.4,9724,795,1,client,finished,1,upfront,9808,1035,,2543,,CI.4.17,finished,finished,DI.3.34,94,"iPhone12,1",1,0,
784,784,2020-02-09 11:56:13,6.91,6.9,13183,938,1,client,finished,1,upfront,12958,981,,2234,,CA.5.43,finished,finished,DA.4.39,442,HMD Global TA-1004,1,0,-1152
1408,1408,2020-02-15 3:40:20,8.84,7,13697,949,1,client,finished,1,upfront,9559,926,,2885,,CI.4.17,finished,finished,DA.4.39,1973,HUAWEI FIG-LX1,1,0,3
1349,1349,2020-02-14 23:08:22,,,11206,1268,1,client,finished,1,,,,,2896,,CI.4.17,finished,finished,DA.4.31,702,Samsung SM-T295,1,0,-1270
1101,1101,2020-02-12 19:39:10,6000,11000,81,84,1,client,finished,1,upfront,8357,1175,,2627,,CA.5.43,finished,finished,DA.4.34,1600,TECNO W5 Lite,0,0,
1766,1766,2020-02-19 5:28:20,6000,,1164,137,1,client,finished,1,prediction,6968,1094,,3382,,CA.5.44,finished,finished,DA.4.39,1539,TECNO MOBILE LIMITED TECNO F3,0,0,
1382,1382,2020-02-15 1:51:40,14.78,,10912,1582,1,driver,finished,2,upfront_destination_changed,9281,859,driver_destination_changed,3094,,CA.5.43,finished,finished,DA.4.39,834,Samsung SM-A705FN,1,0,
1833,1833,2020-02-19 18:02:04,6650.1,,10904,1150,1,client,finished,1,prediction,6777,1227,,3555,,CA.5.36,finished,finished,DA.4.37,1502,Infinix X5010,0,0,
1768,1768,2020-02-19 5:38:43,10604.2,,19292,927,0,client,finished,1,prediction,4380,1041,,3689,,CA.5.44,finished,finished,DA.4.39,409,ITEL MOBILE LIMITED itel A23A,0,0,
2113,2113,2020-02-22 4:42:21,2.81,2.9,2681,379,1,client,finished,1,upfront,2630,409,,3745,,CI.4.17,finished,finished,DA.4.31,1924,Samsung SM-J530F,1,0,-166
2345,2345,2020-02-23 22:02:13,11663.46,,8846,1199,0,client,finished,1,prediction,8853,981,,4017,,CA.5.37,finished,finished,DA.4.39,1543,TECNO MOBILE LIMITED TECNO CF7,0,0,
2318,2318,2020-02-23 16:47:38,18054.54,,11997,3139,0,client,finished,1,prediction,11838,1467,,4039,,CA.5.44,finished,finished,DA.4.37,1606,TECNO L9,0,0,
1953,1953,2020-02-21 4:34:57,17.08,11,21947,2884,1,client,finished,1,upfront,16580,1316,,4261,,CA.5.44,finished,finished,DA.4.35,298,Samsung SM-J500FN,1,0,
86,86,2020-02-02 16:14:49,3.92,3,5701,732,1,client,finished,1,upfront,3820,575,,1440,,CI.4.07,finished,finished,DA.4.34,572,HUAWEI MAR-LX1A,1,0,-2410
483,483,2020-02-07 1:01:21,2.54,2.6,2010,388,1,client,finished,1,upfront,1967,404,,1969,,CI.4.17,finished,finished,DA.4.37,1656,HUAWEI MAR-LX1A,1,0,-336
695,695,2020-02-08 17:31:24,6.13,6.3,8203,787,1,client,finished,1,upfront,8160,850,,2158,,CI.4.17,finished,finished,DA.4.35,498,HUAWEI SNE-LX1,1,0,-522
58,58,2020-02-02 12:34:01,13520.52,12500,9599,1844,1,client,finished,1,upfront,9265,1356,,1505,,CA.5.42,finished,finished,DA.4.37,1191,HMD Global Nokia 2.2,0,0,-114
1361,1361,2020-02-14 23:45:16,6521.22,9500,3994,780,1,client,finished,1,upfront,7079,768,,2868,,CA.5.43,finished,finished,DA.4.37,1019,ITEL MOBILE LIMITED itel A23A,0,1,
1541,1541,2020-02-16 12:29:54,30500.93,12500,19809,3476,0,client,finished,1,upfront,8511,1438,,3072,,CA.5.43,finished,finished,DA.4.39,1625,Samsung SM-G930F,0,1,
1649,1649,2020-02-17 16:29:51,27951.78,,18420,4090,0,client,finished,1,prediction,10441,2096,,3224,,CA.5.36,finished,finished,DA.4.39,1384,Foxconn TG-L800S,0,0,
1983,1983,2020-02-21 9:16:01,6.33,5.3,8334,1606,1,client,finished,1,upfront,8672,926,,3625,,CI.4.18,finished,finished,DA.4.37,1556,Samsung SM-A405FN,1,0,-462
2097,2097,2020-02-22 1:48:55,13.62,,10444,2514,0,driver,finished,2,upfront_destination_changed,3052,352,driver_destination_changed,4074,,CI.4.18,finished,finished,DI.3.34,184,"iPhone8,1",1,0,-1264
1897,1897,2020-02-20 17:12:22,34234.22,,19608,6468,1,client,finished,1,prediction,18003,3194,,3658,,CA.5.44,finished,finished,DA.4.39,794,HMD Global Nokia 2.2,0,0,-66
2506,2506,2020-02-25 21:30:37,2.68,2.2,2875,450,1,client,finished,1,upfront,1789,350,,4265,,CI.4.19,finished,finished,DA.4.39,667,LGE LG-H990,1,0,-3
2498,2498,2020-02-25 18:51:19,3.15,2.5,4164,607,1,client,finished,1,upfront,3018,430,,4307,,CA.5.44,finished,finished,DA.4.39,84,HUAWEI FIG-LX1,1,0,-42
2551,2551,2020-02-26 13:27:44,7.14,5,6742,637,1,client,finished,1,upfront,6563,605,,4327,,CA.5.13,finished,finished,DA.4.39,1452,Samsung SM-N950F,1,0,
2389,2389,2020-02-24 15:16:54,2000,,5,221,0,client,finished,1,prediction,10440,1918,,4145,,CI.4.19,finished,finished,DA.4.39,1765,TECNO F3,0,0,
1556,1556,2020-02-16 16:26:17,3.34,3.3,3095,404,1,client,finished,1,upfront,3150,372,,3116,,CA.5.43,finished,finished,DA.4.37,1527,Samsung SM-A405FN,1,0,
3072,3072,2020-03-02 18:44:29,5.82,3.7,5038,391,1,client,finished,1,upfront,4540,428,,4926,,CA.5.45,finished,finished,DI.3.36,68,"iPhone10,5",1,0,0
2110,2110,2020-02-22 3:53:37,5.78,5.8,8167,648,1,client,finished,1,upfront,8127,678,,3820,,CI.4.18,finished,finished,DA.4.39,1227,HUAWEI MAR-LX1A,1,0,-39
3277,3277,2020-03-05 14:32:20,3.22,2.6,4159,646,1,client,finished,1,upfront,2435,654,,248,,CI.4.22,finished,finished,DA.4.42,600,HUAWEI STK-LX1,1,0,-2184
275,275,2020-02-04 15:55:44,8.66,,12991,998,1,driver,finished,3,upfront_destination_changed,12695,777,driver_destination_changed,1772,,CA.5.36,finished,finished,DA.4.37,1574,Wheatek C17 Pro,1,0,-31
354,354,2020-02-05 14:32:43,6000,6000,224,192,0,client,finished,1,upfront,2782,510,,1757,,CI.4.13,finished,finished,DA.4.37,859,Samsung SM-G928F,0,0,
554,554,2020-02-07 18:01:17,6000,16500,2691,660,1,client,finished,1,upfront,10882,2359,,1983,,CI.4.14,finished,finished,DA.4.37,1978,HUAWEI VNS-L21,0,1,
862,862,2020-02-10 6:54:19,4.26,3.4,3674,798,1,client,finished,1,upfront,3346,498,,2299,,CI.4.14,finished,finished,DA.4.30,529,Samsung SM-J415FN,1,0,-1746
477,477,2020-02-06 21:53:43,2.5,2.5,1914,238,1,client,finished,1,upfront,1705,270,,2491,,CI.4.17,finished,finished,DA.4.37,1508,Samsung SM-G930F,1,0,-296
1359,1359,2020-02-14 23:51:07,17.07,8.3,11334,2090,0,client,finished,3,upfront,6459,702,,2864,,CI.4.17,finished,finished,DA.4.39,16,HUAWEI Y360-U61,1,0,-1082
1299,1299,2020-02-14 17:50:43,6.24,5,3574,1193,1,client,finished,1,upfront,3107,853,,2808,,CA.5.42,finished,finished,DA.4.34,1884,HUAWEI EML-L29,1,0,-35
2230,2230,2020-02-22 23:44:05,13.55,13.8,17714,1368,1,client,finished,1,upfront,18089,1405,,4021,,CA.5.44,finished,finished,DI.3.33,165,"iPhone10,6",1,0,0
2207,2207,2020-02-22 19:51:51,12184.98,,8134,1837,1,client,finished,1,prediction,9770,1586,,3865,,CA.4.52,finished,finished,DA.4.34,689,TECNO MOBILE LIMITED TECNO LC6a,0,0,
2598,2598,2020-02-27 6:40:55,4.29,4.3,2237,764,1,client,finished,1,upfront,2065,803,,4403,,CI.4.03,finished,finished,DA.4.39,1140,Samsung SM-G965F,1,0,-1252
3308,3308,2020-03-05 21:36:44,3.29,2.2,4971,519,1,client,finished,1,upfront,2544,401,,291,,CI.4.19,finished,finished,DA.4.39,796,Samsung SM-A202F,1,0,-1978
3492,3492,2020-03-07 13:41:26,2000,,1658,583,1,client,finished,1,prediction,11177,1667,,485,,CA.5.42,finished,finished,DA.4.42,2073,TECNO F3,0,0,
3751,3751,2020-03-10 6:42:14,9.02,7.2,8624,1883,1,client,finished,1,upfront,8159,1228,,793,,CA.5.46,finished,finished,DA.4.42,1371,HUAWEI CLT-L29,1,0,
3899,3900,2020-03-11 15:39:29,8.35,7.2,8787,1277,0,client,finished,1,upfront,7931,993,,955,,CI.4.19,finished,finished,DA.4.42,629,Samsung SM-J610FN,1,0,-290
3898,3898,2020-03-11 15:37:20,15.42,10.3,12809,1979,1,client,finished,1,upfront,6487,1563,,993,,CA.5.47,finished,finished,DI.3.39,239,"iPhone7,2",1,0,-201
3943,3943,2020-03-11 22:33:29,7.47,5.9,7391,520,1,client,finished,1,upfront,5047,500,,1009,,CA.5.47,finished,finished,DI.3.34,192,"iPhone8,2",1,0,-12
4130,4130,2020-03-13 17:23:32,4.61,3.5,4246,845,1,client,finished,1,upfront,3868,472,,1240,,CI.4.19,finished,finished,DA.4.42,1965,Xiaomi Mi A1,1,0,-1854
3048,3048,2020-03-02 15:44:56,17654.74,,8985,3523,1,client,finished,1,prediction,7119,1606,,4939,,CA.5.21,finished,finished,DA.4.19,657,TECNO MOBILE LIMITED TECNO KA7O,0,0,
3191,3191,2020-03-04 14:45:54,22291.02,,12583,5165,1,client,finished,1,prediction,10813,1791,,149,,CA.5.46,finished,finished,DI.3.36,147,"iPhone7,2",0,0,
2942,2942,2020-03-01 9:15:44,13054.5,,8641,2061,0,client,finished,2,prediction,8037,1581,client_destination_changed,4737,,CI.4.19,finished,finished,DA.4.39,333,TECNO MOBILE LIMITED TECNO B1,0,0,
3400,3400,2020-03-06 19:19:23,4.24,4.9,5855,419,1,client,finished,1,upfront,5988,645,,405,,CI.3.91,finished,finished,DA.4.42,1462,Samsung SM-G960F,1,0,-17
3625,3625,2020-03-08 17:01:52,4.86,4.6,5473,739,1,client,finished,1,upfront,4931,717,,639,,CI.4.22,finished,finished,DA.4.42,399,Samsung SM-G970F,1,0,
3708,3708,2020-03-09 15:43:53,4.01,3.1,2385,916,1,client,finished,1,upfront,2410,539,,742,,CI.4.19,finished,finished,DA.4.42,1173,Samsung SM-J330F,1,0,-2388
3741,3741,2020-03-09 21:25:47,4.41,3.6,5739,511,1,client,finished,1,upfront,3677,521,,777,,CA.5.46,finished,finished,DA.4.42,802,BullittGroupLimited S60,1,0,-6
3885,3885,2020-03-11 13:04:16,2.92,3.2,2475,351,1,client,finished,1,upfront,2485,440,,945,,CI.4.14,finished,finished,DA.4.37,1219,LGE LG-M700,1,0,
4105,4105,2020-03-13 15:23:54,22619.52,,10465,6380,0,client,finished,1,prediction,10465,1776,,1298,,CA.5.42,finished,finished,DA.4.39,2104,TECNO MOBILE LIMITED TECNO BA2,0,0,
3990,3990,2020-03-12 13:14:03,3.25,3.3,1922,247,1,client,finished,1,upfront,1864,281,,1063,,CA.5.46,finished,finished,DA.4.42,1927,Xiaomi MI 8,1,0,-250
3854,3854,2020-03-11 7:43:35,24.59,,35717,2783,1,driver,finished,3,upfront_destination_changed,5374,591,driver_destination_changed,1225,,CA.5.36,finished,finished,DI.3.39,242,"iPhone8,4",1,0,-18
2734,2734,2020-02-28 16:46:34,12748.98,,7727,2341,0,client,finished,1,prediction,6655,1294,,4540,,CI.4.19,finished,finished,DA.4.39,1740,TECNO MOBILE LIMITED TECNO B1p,0,0,
761,761,2020-02-09 6:51:20,20753.2,10500,10459,1874,1,client,finished,1,upfront,4892,698,,526,,CI.4.17,finished,finished,DA.4.19,982,TECNO MOBILE LIMITED TECNO KA7O,0,0,
2989,2989,2020-03-01 18:54:12,23446.74,,16855,2984,1,client,finished,1,prediction,6961,1252,,4805,,CA.5.36,finished,finished,DA.4.39,510,HMD Global Nokia 1,0,1,
2781,2781,2020-02-28 21:56:09,6.09,6.1,4871,594,1,client,finished,1,upfront,4843,596,,4580,,CI.4.19,finished,finished,DA.4.42,925,Samsung SM-G973F,1,0,-544
2093,2093,2020-02-22 1:11:01,6000,,2620,260,1,client,finished,1,prediction,10165,1075,,3733,,CA.5.40,finished,finished,DA.4.39,1366,OPPO CPH1803,0,0,
3538,3538,2020-03-07 22:06:44,9.42,4.6,16684,1685,0,driver,finished,3,upfront,7165,803,,561,,CA.5.46,finished,finished,DA.4.42,2132,Samsung SM-A505FN,1,0,-4
3927,3927,2020-03-11 20:14:37,12967.02,,8156,2249,1,client,finished,1,prediction,8327,1421,,998,,CA.4.91,finished,finished,DA.4.42,990,INFINIX MOBILITY LIMITED Infinix X606,0,0,
3995,3995,2020-03-12 15:44:48,16185.54,,6771,4687,0,client,finished,1,prediction,6771,1282,,1096,,CI.4.19,finished,finished,DA.4.42,312,Samsung SM-J415F,0,0,
3181,3181,2020-03-04 11:21:15,9359.04,,6502,1096,1,client,finished,1,prediction,5841,873,,187,,CA.5.45,finished,finished,DI.3.36,203,"iPhone7,1",0,0,
3840,3840,2020-03-11 3:51:23,7.8,7.5,11294,943,1,client,finished,1,upfront,10625,926,,1301,,CA.5.46,finished,finished,DA.4.37,798,Samsung SM-A105FN,1,0,
4060,4060,2020-03-13 5:53:46,17442,,10381,3600,1,client,finished,1,prediction,9361,1792,,1337,,CA.5.04,finished,finished,DA.4.37,1388,Samsung SM-J730F,0,0,
3112,3112,2020-03-03 13:41:46,22104.46,,10942,4772,0,client,finished,1,prediction,16925,1636,,44,,CA.5.23,finished,finished,DA.4.39,460,Foxconn TG-L800S,0,0,
3275,3275,2020-03-05 15:18:47,10.2,,1472,3568,0,driver,finished,4,upfront_destination_changed,6445,857,driver_destination_changed,258,,CA.5.46,finished,finished,DI.3.34,229,"iPhone8,1",1,0,
213,213,2020-02-04 9:06:40,42278.02,13000,25119,6047,0,client,finished,3,upfront,9301,1606,client_destination_changed,1598,,CA.5.36,finished,finished,DA.4.37,563,HTC Desire 10 pro,0,0,
180,180,2020-02-03 16:56:52,3.39,3.3,3484,478,1,client,finished,1,upfront,3431,432,,1589,,CA.5.42,finished,finished,DA.4.31,122,Samsung GT-I9505,1,0,
397,397,2020-02-06 5:26:41,12634.98,8500,5883,3187,1,client,finished,1,upfront,5340,1219,,1811,,CI.4.17,finished,finished,DA.4.35,2062,TECNO WX3,0,0,
462,462,2020-02-06 19:58:06,9753.54,9500,6699,1213,1,client,finished,1,upfront,6770,1032,,1885,,CA.5.26,finished,finished,DA.4.34,1962,Samsung SM-G570F,0,0,
512,512,2020-02-07 10:44:02,10972.74,9000,6939,1760,1,client,finished,1,upfront,6244,991,,1943,,CA.5.32,finished,finished,DA.4.37,755,TECNO MOBILE LIMITED TECNO KA7O,0,0,
574,574,2020-02-07 20:47:17,90446.78,91500,28561,2046,1,client,finished,1,upfront,28670,2471,,2216,,CI.4.17,finished,finished,DA.4.37,1286,Samsung SM-G955U,0,0,
613,613,2020-02-08 1:30:41,4.75,4.8,1614,278,1,client,finished,1,upfront,1659,279,,2320,,CA.5.40,finished,finished,DA.4.37,1087,Samsung SM-G960F,1,0,-250
931,931,2020-02-10 20:04:16,6000,12500,146,88,1,client,finished,1,upfront,9196,1189,,2392,,CI.4.14,finished,finished,DA.4.34,1600,TECNO W5 Lite,0,0,-1888
1350,1350,2020-02-14 22:57:12,7.62,6.1,10344,1026,1,client,finished,1,upfront,7374,906,,2854,,CA.5.43,finished,finished,DA.4.34,1731,HUAWEI ANE-LX1,1,0,0
1395,1395,2020-02-15 2:51:29,34.68,32,38364,2550,1,client,finished,1,upfront,36512,2149,,2959,,CA.5.44,finished,finished,DA.4.39,1000,Xiaomi Redmi Note 7,1,0,-70
1402,1402,2020-02-15 3:05:39,4.84,4.8,6131,616,1,client,finished,1,upfront,6196,596,,2962,,CI.4.17,finished,finished,DA.4.34,838,LGE LM-X410.F,1,0,-164
1795,1795,2020-02-19 11:03:40,8.19,8.3,11176,1118,1,client,finished,1,upfront,11088,1164,,3479,,CI.4.18,finished,finished,DA.4.39,1376,Samsung SM-A510F,1,0,-214
2012,2012,2020-02-21 13:24:40,,,3717,713,1,driver,finished,1,,,,,3704,,,finished,finished,DA.4.39,451,Samsung SM-A530F,1,0,
1976,1976,2020-02-21 8:21:45,8.65,7.7,9647,719,1,client,finished,1,upfront,7825,744,,3616,,CA.5.44,finished,finished,DA.4.41,993,Samsung SM-G965F,1,0,
176,176,2020-02-03 16:52:49,9158.28,8500,5462,1497,1,client,finished,1,upfront,5458,1015,,1606,,CA.4.41,finished,finished,DA.4.37,1115,TECNO-W3,0,0,
2497,2496,2020-02-25 17:50:06,4.62,6,5530,629,1,client,finished,1,upfront,8000,767,,4241,,CI.4.19,finished,finished,DI.3.33,73,"iPhone8,1",1,0,-872
2610,2610,2020-02-27 10:53:34,6000,,1770,594,1,client,finished,1,prediction,1664,381,,4397,,CI.4.19,finished,finished,DA.4.37,2121,TECNO MOBILE LIMITED TECNO KA7,0,0,
2641,2641,2020-02-27 16:09:32,4,7.6,562,180,1,client,finished,1,upfront,4991,764,,4441,,CA.5.44,finished,finished,DA.4.39,568,Xiaomi Redmi 5 Plus,1,0,
2812,2812,2020-02-29 4:08:18,8.36,6.2,8903,1005,1,client,finished,1,upfront,6462,693,,4597,,CI.4.18,finished,finished,DI.3.36,202,"iPhone7,1",1,0,-1032
151,151,2020-02-03 10:57:22,5.79,4.7,9478,1054,1,client,finished,1,upfront,7084,913,,1509,,CI.3.74,finished,finished,DA.4.37,1935,HUAWEI BLA-L29,1,0,-618
359,359,2020-02-05 15:20:22,6000,6000,2222,520,0,client,finished,1,upfront,1742,276,,1776,,CA.4.41,finished,finished,DA.4.37,380,Sony G3212,0,0,
457,457,2020-02-06 18:30:35,22071.02,12500,16986,1547,0,client,finished,1,upfront,8384,1534,,1880,,CA.5.42,active,finished,DA.4.37,655,TECNO MOBILE LIMITED TECNO KA7,0,0,
486,486,2020-02-07 2:49:39,16202.28,16500,13250,1515,1,client,finished,1,upfront,13258,1569,,1912,,CA.5.42,finished,finished,DA.4.37,1811,TECNO-W3,0,0,
328,328,2020-02-05 11:18:27,24935.69,25500,15367,4449,1,client,finished,1,upfront,17421,2943,,1798,,CA.5.42,finished,finished,DA.4.37,625,TECNO L8 Lite,0,0,
437,437,2020-02-06 16:45:21,32146.02,18500,16343,7348,1,client,finished,1,upfront,13111,2324,,1872,,CA.5.32,finished,finished,DA.4.37,609,Samsung SM-T285,0,0,
1128,1128,2020-02-13 7:09:52,6.61,5.5,6048,1103,1,client,finished,1,upfront,4130,1034,,2637,,CA.5.43,finished,finished,DA.4.37,1304,HUAWEI PRA-LX1,1,0,-1152
1244,1244,2020-02-14 11:55:44,3.74,3.6,6162,537,1,client,finished,1,upfront,5815,533,,2948,,CI.4.18,finished,finished,DA.4.34,513,Samsung SM-G935F,1,0,-230
1647,1647,2020-02-17 15:40:58,7.4,6.8,6552,1577,1,client,finished,1,upfront,6171,1398,,3239,,CI.4.17,finished,finished,DA.4.39,1148,Xiaomi Redmi Note 6 Pro,1,0,-5128
1803,1803,2020-02-19 13:52:39,14351.52,,8906,2636,1,client,finished,1,prediction,7906,1544,,3432,,CA.5.43,finished,finished,DA.4.39,2081,INFINIX MOBILITY LIMITED Infinix X5516B,0,0,
110,110,2020-02-02 21:33:37,31338.5,17500,20537,4077,0,client,finished,1,upfront,14038,1735,,1584,,CI.4.17,finished,finished,DA.4.37,968,Samsung SM-G935T,0,0,
2008,2008,2020-02-21 12:33:10,3473.2,,4918,916,1,client,finished,1,prediction,3730,605,,3650,,CA.5.40,finished,finished,DA.4.41,1402,TECNO CX Air,0,0,
2487,2487,2020-02-25 16:40:16,5.91,4.3,4191,1375,0,client,finished,1,upfront,4022,751,,4238,,CI.4.19,finished,finished,DA.4.39,1723,HUAWEI ANE-LX1,1,0,-1470
2106,2106,2020-02-22 3:03:55,5.21,5.4,6471,517,1,client,finished,1,upfront,6554,571,,3742,,CI.4.13,finished,finished,DA.4.39,1453,Sony G8441,1,0,6
1201,1201,2020-02-13 21:10:36,4.66,4.4,6376,504,1,client,finished,1,upfront,5502,533,,2849,,CA.5.23,finished,finished,DA.4.39,1736,HUAWEI DRA-LX2,1,0,-98
2352,2352,2020-02-24 2:04:17,6000,,2907,536,1,client,finished,1,prediction,2730,545,,4026,,CA.5.43,finished,finished,DA.4.39,1543,TECNO MOBILE LIMITED TECNO CF7,0,0,
2693,2693,2020-02-28 8:36:16,8.26,7.9,11702,1054,1,client,finished,1,upfront,10811,1042,,4487,,CI.4.19,finished,finished,DA.4.39,564,Samsung SM-G975F,1,0,-2346
2778,2778,2020-02-28 21:36:44,15.01,14.6,11553,935,1,client,finished,1,upfront,11368,868,,4842,,CA.5.45,finished,finished,DA.4.39,432,HUAWEI MAR-LX1A,1,0,-272
3963,3963,2020-03-12 7:59:19,4.34,5.4,3816,306,1,client,finished,1,upfront,4207,543,,1119,,CA.5.47,finished,finished,DA.4.35,1156,HUAWEI ATU-L21,1,0,-252
3205,3205,2020-03-04 18:36:37,6000,,1054,245,1,client,finished,1,prediction,474,164,,158,,CA.5.30,finished,finished,DA.4.42,844,LAVA iris41,0,0,
63,63,2020-02-02 14:25:38,149723.2,23000,53256,1111,0,client,finished,1,upfront,12712,1843,,1422,,CA.5.42,finished,finished,DA.4.10,138,HUAWEI FRD-L09,0,1,
134,134,2020-02-03 10:20:40,94.32,90.8,171119,8856,1,client,finished,1,upfront,164512,8544,,1527,,CI.4.17,finished,finished,DA.4.37,917,HUAWEI STK-LX1,1,0,18
146,146,2020-02-03 12:13:17,55875.24,16000,31921,7529,0,client,finished,1,upfront,12212,1989,,1520,,CA.5.30,finished,finished,DA.4.37,842,Xiaomi Redmi 8,0,0,
993,993,2020-02-11 17:10:57,5.03,3.7,7615,989,1,client,finished,1,upfront,5256,712,,2534,,CI.4.17,finished,finished,DA.4.34,1055,Sony F8331,1,0,-356
375,375,2020-02-05 19:03:18,12790.5,17000,7315,2565,1,client,finished,1,upfront,12401,2418,,1827,,CA.5.07,finished,finished,DA.4.31,867,LGE LG-M200,0,0,
578,578,2020-02-07 20:14:33,3.09,2.5,2132,584,1,client,finished,1,upfront,2011,294,,1998,,CA.5.42,finished,finished,DA.4.39,1148,Xiaomi Redmi Note 6 Pro,1,0,-162
631,631,2020-02-08 5:26:40,11.82,12.5,18346,1368,1,client,finished,1,upfront,18992,1545,,2195,,CI.4.17,finished,finished,DA.4.39,808,Samsung SM-A705FN,1,0,-492
923,923,2020-02-10 19:22:01,11484,12500,6949,2034,0,client,finished,1,upfront,9430,1320,,2384,,CI.4.17,finished,finished,DA.4.37,923,INFINIX MOBILITY LIMITED Infinix X606B,0,0,
968,967,2020-02-11 11:56:44,19065.54,11000,13817,2797,0,client,finished,1,upfront,7717,1405,,2446,,CA.5.43,finished,finished,DA.4.39,1384,Foxconn TG-L800S,0,0,
435,435,2020-02-06 14:40:46,10991.67,9500,5298,2290,1,client,finished,1,upfront,5949,1115,,1966,,CA.5.42,finished,finished,DA.4.37,1890,INFINIX MOBILITY LIMITED Infinix X620,0,0,
1401,1401,2020-02-15 3:28:32,12.19,7.8,12725,2466,1,client,finished,1,upfront,9797,1197,,3060,,CI.4.17,finished,finished,DA.4.39,1925,HUAWEI ANE-LX1,1,0,-498
1631,1631,2020-02-17 12:46:54,2000,4000,202,309,1,client,finished,1,upfront,5750,1123,,3191,,CA.5.04,finished,finished,DA.4.39,1039,Itel S12,0,0,
1686,1686,2020-02-18 6:47:56,7755.78,,4693,1110,1,client,finished,1,prediction,2729,536,,3274,,CI.4.18,finished,finished,DA.4.37,1772,Itel W6002,0,0,
2067,2067,2020-02-21 21:27:41,6.19,6.4,8594,745,1,client,finished,1,upfront,8525,855,,3723,,CA.5.44,finished,finished,DA.4.39,375,Samsung SM-A105FN,1,0,-118
2120,2120,2020-02-22 6:48:54,6000,,3286,579,1,client,finished,1,prediction,3283,659,,3757,,CA.5.44,finished,finished,DA.4.34,606,Samsung SM-G935T,0,0,
2628,2628,2020-02-27 15:21:47,8.32,6.4,9484,1456,1,client,finished,1,upfront,7339,1047,,4421,,CA.5.45,finished,finished,DA.4.39,1226,HUAWEI SLA-L22,1,0,
2658,2658,2020-02-27 20:35:01,5.64,,9937,861,1,driver,finished,2,upfront_destination_changed,9897,892,driver_destination_changed,4459,,CI.4.17,finished,finished,DA.4.41,775,HUAWEI VTR-L29,1,0,-330
2726,2726,2020-02-28 15:22:53,121697.5,,78854,2475,0,client,finished,1,prediction,9817,1801,,4530,,CI.4.19,finished,finished,DA.4.39,495,Samsung SGH-M819N,0,0,
120,120,2020-02-03 3:22:10,5.23,5.6,7585,525,1,client,finished,1,upfront,7622,674,,1477,,CA.5.30,finished,finished,DA.4.37,1946,Samsung SM-G920F,1,0,
351,351,2020-02-05 14:06:14,3.94,4.3,4644,507,1,client,finished,1,upfront,4654,658,,1762,,CI.4.17,finished,finished,DI.3.33,60,"iPhone7,2",1,0,
439,439,2020-02-06 15:41:13,17.95,,17260,2939,1,client,finished,1,upfront_waypoint_changed,17944,2495,driver_waypoint_changed,1922,,CA.5.43,finished,finished,DA.4.37,2035,HUAWEI MAR-LX1A,1,0,-80
507,507,2020-02-07 9:44:12,21150.48,28000,14044,3826,0,client,finished,1,upfront,19792,2982,,1945,,CA.5.43,finished,finished,DA.4.37,1285,HUAWEI ALE-L21,0,0,
705,705,2020-02-08 18:49:43,3.68,3.8,4235,469,1,client,finished,1,upfront,3857,592,,2126,,CI.4.17,finished,finished,DA.4.37,919,Samsung SM-A520F,1,0,-214
734,734,2020-02-09 0:07:51,12.16,9.8,16171,1433,0,driver,finished,3,upfront,12726,1151,,2151,,CI.4.14,finished,finished,DA.4.39,1203,Samsung SM-J510FN,1,0,0
708,708,2020-02-08 19:41:16,6.46,,8910,804,1,driver,finished,2,upfront_destination_changed,11682,945,driver_destination_changed,2133,,CI.4.17,finished,finished,DA.4.37,547,HUAWEI WAS-LX1,1,0,0
